순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1773,053260,금강철강,"3,050","45","1.5","16,150","49,211,365","3,000","3,080","3,000","57,096,000,000","0.00","18,720,000",,,
1774,049630,재영솔루텍,"776","1","0.1","339,167","263,282,443","775","781","772","56,847,621,344","0.00","73,257,244",,,
1775,115310,인포바인,"17,800","300","1.7","6,461","114,866,750","17,500","17,900","17,500","56,833,317,400","0.00","3,192,883",,,
1776,305090,마이크로디지탈,"15,650","-150","-1.0","65,294","1,015,435,800","15,600","15,900","15,350","56,822,020,000","0.00","3,630,800",,,
1777,039420,케이엘넷,"2,345","-55","-2.3","358,328","841,514,215","2,365","2,400","2,315","56,642,841,850","0.00","24,154,730",,,
1778,089850,유비벨록스,"7,950","610","8.3","205,563","1,582,239,360","7,250","7,980","7,190","56,569,791,150","0.00","7,115,697",,,
1779,182690,테라셈,"2,670","-70","-2.6","160,231","430,301,240","2,740","2,760","2,665","56,505,605,160","0.00","21,163,148",,,
1780,117730,티로보틱스,"10,100","950","10.4","1,849,990","19,025,312,290","9,160","11,350","9,160","56,352,232,900","0.00","5,579,429",,,
1781,246690,TS인베스트먼트,"2,400","25","1.0","163,792","390,857,160","2,360","2,435","2,355","56,277,693,600","0.00","23,449,039",,,
1782,038950,파인디지털,"5,510","-200","-3.5","52,517","289,951,600","5,700","5,700","5,460","56,261,315,150","0.00","10,210,765",,,
1783,027040,서울전자통신,"804","2","0.2","36,803","29,506,994","809","809","795","55,949,432,988","0.00","69,588,847",,,
1784,136660,큐엠씨,"5,900","10","0.2","20,642","122,929,300","5,800","6,000","5,800","55,718,420,000","0.00","9,443,800",,,
1785,067920,이글루시큐리티,"5,060","20","0.4","42,636","213,202,730","5,010","5,070","4,955","55,640,362,140","0.00","10,996,119",,,
1786,063760,이엘피,"11,300","50","0.4","102,581","1,164,379,400","11,300","11,650","11,100","55,488,650,000","0.00","4,910,500",,,
1787,006110,삼아알미늄,"5,040","40","0.8","86,072","429,844,010","4,995","5,070","4,930","55,440,000,000","0.00","11,000,000",,,
1788,311390,네오크레마,"7,590","110","1.5","39,960","300,151,160","7,520","7,630","7,410","55,437,322,050","0.00","7,303,995",,,
1789,208710,바이오로그디바이스,"1,920","65","3.5","1,752,098","3,367,210,070","1,865","1,975","1,855","55,431,085,440","0.00","28,870,357",,,
1790,013000,세우글로벌,"1,930","-45","-2.3","539,345","1,047,358,520","1,960","1,970","1,910","55,400,709,830","0.00","28,705,031",,,
1791,101000,상상인인더스트리,"874","2","0.2","102,135","88,807,309","877","880","859","55,342,207,022","0.00","63,320,603",,,
1792,024740,한일단조,"1,850","-30","-1.6","951,519","1,779,120,445","1,880","1,900","1,840","55,298,956,800","0.00","29,891,328",,,
1793,080520,오디텍,"4,685","-45","-1.0","230,804","1,090,900,090","4,750","4,790","4,670","55,032,863,165","0.00","11,746,609",,,
1794,082850,우리바이오,"1,225","-45","-3.5","592,081","732,389,425","1,265","1,290","1,195","55,024,400,550","0.00","44,917,878",,,
1795,221610,자안,"389","-15","-3.7","5,428,284","2,143,148,192","401","405","389","54,957,248,975","0.00","141,278,275",,,
1796,039670,한류타임즈,"917","0","0.0","0","0","0","0","0","54,949,071,884","0.00","59,922,652",,,
1797,017370,우신시스템,"3,000","30","1.0","157,424","468,568,140","2,970","3,020","2,910","54,942,162,000","0.00","18,314,054",,,
1798,010240,흥국,"4,450","-50","-1.1","113,638","508,009,195","4,415","4,525","4,415","54,835,997,200","0.00","12,322,696",,,
1799,005010,휴스틸,"7,190","40","0.6","30,107","216,103,670","7,190","7,260","7,080","54,799,792,920","0.00","7,621,668",,,
1800,317870,엔바이오니아,"7,310","-360","-4.7","640,127","4,776,886,940","7,740","7,770","7,310","54,719,407,050","0.00","7,485,555",,,
1801,046110,한일네트웍스,"4,570","-50","-1.1","62,111","283,530,320","4,650","4,650","4,535","54,630,817,390","0.00","11,954,227",,,
1802,302920,더콘텐츠온,"12,000","0","0.0","202","2,244,900","11,650","12,000","10,550","54,628,308,000","0.00","4,552,359",,,
1803,120115,코오롱인더우,"19,700","400","2.1","38,419","755,436,550","19,300","19,950","19,250","54,526,842,000","0.00","2,767,860",,,
1804,241520,DSC인베스트먼트,"2,990","90","3.1","222,888","656,357,910","2,910","2,990","2,875","54,475,955,170","0.00","18,219,383",,,
1805,080010,이상네트웍스,"6,040","-90","-1.5","5,214","31,436,110","6,160","6,160","5,980","54,450,600,000","0.00","9,015,000",,,
1806,076080,웰크론한텍,"2,725","-195","-6.7","4,763,460","13,142,075,635","2,945","2,945","2,670","54,445,777,950","0.00","19,980,102",,,
1807,051780,큐로홀딩스,"610","-18","-2.9","756,607","464,423,919","628","638","608","54,327,940,170","0.00","89,062,197",,,
1808,023460,CNH,"1,460","20","1.4","69,183","100,555,220","1,460","1,470","1,445","54,312,000,000","0.00","37,200,000",,,
1809,001275,부국증권우,"18,100","50","0.3","506","9,154,050","18,050","18,150","18,000","54,300,000,000","0.00","3,000,000",,,
1810,036000,예림당,"2,350","5","0.2","62,903","147,511,425","2,345","2,375","2,325","54,130,550,950","0.00","23,034,277",,,
1811,000440,중앙에너비스,"8,690","-10","-0.1","19,424","168,466,240","8,710","8,780","8,610","54,113,759,700","0.00","6,227,130",,,
1812,264850,이랜시스,"1,875","-25","-1.3","87,470","163,948,255","1,900","1,910","1,860","53,909,647,500","0.00","28,751,812",,,
1813,049830,승일,"8,790","-50","-0.6","18,066","158,823,390","8,910","8,910","8,720","53,901,264,480","0.00","6,132,112",,,
1814,010400,우진아이엔에스,"7,060","260","3.8","127,700","908,754,550","6,810","7,350","6,800","53,811,320,000","0.00","7,622,000",,,
1815,115570,스타플렉스,"6,990","70","1.0","91,056","627,317,850","6,820","7,030","6,750","53,757,342,930","0.00","7,690,607",,,
1816,100030,모바일리더,"16,350","-550","-3.2","13,413","221,156,050","16,900","16,900","16,350","53,688,723,900","0.00","3,283,714",,,
1817,025820,이구산업,"1,605","15","0.9","765,803","1,240,637,990","1,625","1,650","1,590","53,674,410,000","0.00","33,442,000",,,
1818,196300,애니젠,"10,700","-100","-0.9","24,472","259,871,800","11,000","11,000","10,450","53,672,965,500","0.00","5,016,165",,,
1819,004410,서울식품,"159","0","0.0","2,313,583","365,250,795","159","160","157","53,648,190,000","0.00","337,410,000",,,
1820,024900,덕양산업,"1,645","-15","-0.9","784,783","1,291,116,505","1,680","1,680","1,625","53,569,392,100","0.00","32,564,980",,,
1821,013360,일성건설,"989","2","0.2","118,580","116,944,398","990","991","977","53,430,606,320","0.00","54,024,880",,,
1822,086060,진바이오텍,"6,180","60","1.0","925,717","5,715,539,210","6,240","6,310","6,070","53,213,427,660","0.00","8,610,587",,,
1823,012340,뉴인텍,"1,770","5","0.3","432,186","762,570,915","1,765","1,790","1,735","53,178,768,540","0.00","30,044,502",,,
1824,900260,로스웰,"375","-7","-1.8","639,312","240,242,206","380","382","373","53,167,968,750","0.00","141,781,250",,,
1825,003310,대주산업,"1,500","120","8.7","61,976,442","100,425,966,465","1,450","1,740","1,415","53,088,525,000","0.00","35,392,350",,,
1826,001020,페이퍼코리아,"1,500","-45","-2.9","183,088","274,970,715","1,525","1,535","1,490","52,749,420,000","0.00","35,166,280",,,
1827,078935,GS우,"29,550","200","0.7","10,732","318,096,500","29,450","30,000","29,250","52,741,608,300","0.00","1,784,826",,,
1828,005670,푸드웰,"5,270","-180","-3.3","321,894","1,752,305,060","5,570","5,700","5,220","52,700,000,000","0.00","10,000,000",,,
1829,066410,버킷스튜디오,"1,660","30","1.8","409,717","683,232,750","1,655","1,715","1,615","52,509,252,800","0.00","31,632,080",,,
1830,048470,대동스틸,"5,250","-20","-0.4","30,416","159,519,070","5,270","5,290","5,210","52,500,000,000","0.00","10,000,000",,,
1831,024830,세원물산,"6,280","0","0.0","0","0","0","0","0","52,438,000,000","0.00","8,350,000",,,
1832,079650,서산,"2,620","35","1.4","170,126","445,173,005","2,585","2,680","2,555","52,400,000,000","0.00","20,000,000",,,
1833,041650,상신브레이크,"2,440","30","1.2","91,264","221,617,745","2,415","2,465","2,390","52,390,338,000","0.00","21,471,450",,,
1834,071850,캐스텍코리아,"3,160","-140","-4.2","48,374","156,223,480","3,255","3,330","3,150","52,358,634,080","0.00","16,569,188",,,
1835,023150,MH에탄올,"7,090","-60","-0.8","64,631","457,641,410","7,180","7,180","7,010","52,313,749,340","0.00","7,378,526",,,
1836,099410,동방선기,"3,860","295","8.3","1,101,916","4,173,357,725","3,620","3,920","3,510","52,268,267,720","0.00","13,541,002",,,
1837,009180,한솔로지스틱스,"1,900","-30","-1.6","1,537,972","2,976,806,515","1,950","1,975","1,895","52,207,107,500","0.00","27,477,425",,,
1838,168330,내츄럴엔도텍,"2,525","0","0.0","0","0","0","0","0","52,181,200,550","0.00","20,665,822",,,
1839,226440,한송네오텍,"1,280","-25","-1.9","720,773","930,229,305","1,305","1,310","1,270","52,173,542,400","0.00","40,760,580",,,
1840,099520,ITX엠투엠,"1,885","-55","-2.8","110,509","208,183,855","1,930","1,930","1,860","52,163,655,895","0.00","27,673,027",,,
1841,006370,대구백화점,"4,820","100","2.1","99,063","467,682,715","4,745","4,820","4,710","52,160,165,020","0.00","10,821,611",,,
1842,079970,투비소프트,"1,640","-20","-1.2","139,292","225,468,975","1,675","1,675","1,600","52,160,011,400","0.00","31,804,885",,,
1843,060540,에스에이티,"1,990","-30","-1.5","391,800","779,219,625","2,015","2,020","1,975","52,005,278,940","0.00","26,133,306",,,
1844,050960,수산아이앤티,"7,690","250","3.4","449,979","3,536,235,110","7,330","8,440","7,240","51,915,190,000","0.00","6,751,000",,,
1845,021040,대호피앤씨,"710","1","0.1","118,261","83,932,160","715","715","706","51,910,106,460","0.00","73,112,826",,,
1846,010280,쌍용정보통신,"1,280","-25","-1.9","164,431","211,136,750","1,310","1,310","1,275","51,793,963,520","0.00","40,464,034",,,
1847,092300,현우산업,"3,365","75","2.3","328,872","1,102,559,585","3,280","3,415","3,250","51,493,003,355","0.00","15,302,527",,,
1848,228180,티씨엠생명과학,"15,750","0","0.0","0","0","0","0","0","51,446,902,500","0.00","3,266,470",,,
1849,078650,코렌,"1,150","25","2.2","910,858","1,040,859,275","1,120","1,160","1,115","51,376,678,950","0.00","44,675,373",,,
1850,048770,TPC,"3,810","-45","-1.2","51,942","197,223,540","3,875","3,875","3,765","51,359,851,560","0.00","13,480,276",,,
1851,037440,희림,"3,680","-35","-0.9","15,926","58,454,830","3,715","3,715","3,650","51,234,708,000","0.00","13,922,475",,,
1852,006660,삼성공조,"6,300","-20","-0.3","12,529","79,462,240","6,320","6,450","6,270","51,195,778,200","0.00","8,126,314",,,
1853,031860,엔에스엔,"1,300","-35","-2.6","537,499","708,104,735","1,345","1,355","1,295","51,133,200,300","0.00","39,333,231",,,
1854,039310,세중,"2,820","0","0.0","217,985","611,176,915","2,820","2,855","2,780","51,103,100,940","0.00","18,121,667",,,
1855,019685,대교우B,"2,630","5","0.2","35,872","93,886,290","2,615","2,635","2,595","51,092,983,700","0.00","19,426,990",,,
1856,147830,제룡산업,"5,100","60","1.2","821,489","4,381,313,070","5,270","5,560","5,070","51,000,000,000","0.00","10,000,000",,,
1857,204840,지엘팜텍,"1,140","-25","-2.2","632,878","722,626,300","1,185","1,185","1,120","50,940,128,220","0.00","44,684,323",,,
1858,039980,리노스,"1,225","0","0.0","242,857","296,758,080","1,225","1,235","1,210","50,887,242,350","0.00","41,540,606",,,
1859,049120,파인디앤씨,"1,930","0","0.0","372,006","717,189,545","1,940","1,955","1,880","50,874,691,920","0.00","26,359,944",,,
1860,258610,이더블유케이,"4,335","-75","-1.7","255,263","1,102,517,235","4,405","4,410","4,260","50,870,353,665","0.00","11,734,799",,,
1861,101730,조이맥스,"5,980","-20","-0.3","1,803","10,711,810","5,840","5,990","5,840","50,861,299,320","0.00","8,505,234",,,
1862,031510,오스템,"1,955","100","5.4","23,861,176","50,248,437,825","1,920","2,250","1,905","50,830,000,000","0.00","26,000,000",,,
1863,317830,에스피시스템스,"6,240","10","0.2","30,606","190,618,570","6,240","6,290","6,190","50,829,168,000","0.00","8,145,700",,,
1864,073070,에스모,"404","-20","-4.7","3,261,521","1,338,479,619","425","432","402","50,773,008,252","0.00","125,675,763",,,
1865,007120,미래아이앤지,"392","2","0.5","383,081","148,343,023","390","392","385","50,757,786,016","0.00","129,484,148",,,
1866,258790,소프트캠프,"2,030","-5","-0.2","292,408","595,253,450","2,075","2,075","2,005","50,732,306,520","0.00","24,991,284",,,
1867,317770,슈프리마아이디,"16,650","450","2.8","17,969","297,144,100","16,300","16,750","16,200","50,483,133,000","0.00","3,032,020",,,
1868,096350,대창솔루션,"312","-11","-3.4","4,159,979","1,306,020,084","323","323","309","50,478,051,624","0.00","161,788,627",,,
1869,115530,씨엔플러스,"839","0","0.0","0","0","0","0","0","50,419,474,275","0.00","60,094,725",,,
1870,005305,롯데칠성우,"64,900","-2,900","-4.3","30,433","1,983,167,000","67,700","67,700","63,500","50,317,619,000","0.00","775,310",,,
1871,050860,아세아텍,"2,875","20","0.7","192,697","552,983,015","2,850","2,915","2,850","50,312,500,000","0.00","17,500,000",,,
1872,023440,제일제강,"1,700","10","0.6","147,850","251,067,540","1,690","1,750","1,675","50,137,068,100","0.00","29,492,393",,,
1873,136510,쎄미시스코,"8,890","190","2.2","303,815","2,762,055,740","8,600","9,310","8,600","50,118,966,310","0.00","5,637,679",,,
1874,040610,SG&G,"1,470","-50","-3.3","729,753","1,085,950,580","1,505","1,530","1,465","50,108,178,120","0.00","34,087,196",,,
1875,290270,휴네시온,"5,200","-120","-2.3","44,998","234,214,980","5,300","5,300","5,180","49,959,894,400","0.00","9,607,672",,,
1876,260870,시그넷이브이,"10,500","0","0.0","7,156","74,794,350","10,750","10,750","10,400","49,954,810,500","0.00","4,757,601",,,
1877,019180,티에이치엔,"2,765","-45","-1.6","191,556","534,249,365","2,785","2,835","2,765","49,770,000,000","0.00","18,000,000",,,
1878,176750,듀켐바이오,"5,610","-290","-4.9","9,579","54,114,970","6,100","6,100","5,530","49,697,234,070","0.00","8,858,687",,,
1879,049550,잉크테크,"3,095","-75","-2.4","60,118","186,170,130","3,150","3,170","3,060","49,581,689,540","0.00","16,019,932",,,
1880,014100,메디앙스,"4,195","0","0.0","0","0","0","0","0","49,501,000,000","0.00","11,800,000",,,
1881,094970,제이엠티,"2,945","60","2.1","334,653","973,400,150","2,880","2,985","2,830","49,323,566,800","0.00","16,748,240",,,
1882,221980,케이디켐,"12,200","50","0.4","1,243","15,160,500","12,400","12,400","12,050","49,224,560,000","0.00","4,034,800",,,
1883,106080,하이소닉,"3,330","0","0.0","0","0","0","0","0","49,168,439,010","0.00","14,765,297",,,
1884,008370,원풍,"4,085","25","0.6","28,381","115,791,665","4,090","4,100","4,045","49,020,000,000","0.00","12,000,000",,,
1885,213090,미래테크놀로지,"8,000","0","0.0","9,155","73,282,800","8,110","8,110","7,820","48,966,304,000","0.00","6,120,788",,,
1886,190650,코리아에셋투자증권,"7,660","-20","-0.3","27,638","212,002,200","7,680","7,800","7,570","48,932,080,000","0.00","6,388,000",,,
1887,019540,일지테크,"3,620","70","2.0","165,572","589,057,100","3,510","3,650","3,455","48,918,870,000","0.00","13,513,500",,,
1888,217620,디딤,"1,320","-35","-2.6","76,693","102,105,890","1,340","1,350","1,320","48,842,514,600","0.00","37,001,905",,,
1889,278380,원바이오젠,"20,400","-50","-0.2","5,846","119,807,750","20,450","20,550","20,400","48,787,824,000","0.00","2,391,560",,,
1890,263810,상신전자,"3,410","20","0.6","152,195","508,481,530","3,390","3,410","3,285","48,574,488,380","0.00","14,244,718",,,
1891,010470,오리콤,"4,150","10","0.2","41,317","170,843,740","4,140","4,270","4,095","48,571,807,500","0.00","11,704,050",,,
1892,006125,SK디스커버리우,"35,750","8,250","30.0","130,130","4,652,147,500","35,750","35,750","35,750","48,564,766,250","0.00","1,358,455",,,
1893,204020,그리티,"2,410","-5","-0.2","149,055","361,547,630","2,415","2,460","2,405","48,555,306,300","0.00","20,147,430",,,
1894,030350,드래곤플라이,"3,030","-60","-1.9","148,817","455,773,780","3,065","3,120","3,010","48,505,727,730","0.00","16,008,491",,,
1895,045340,토탈소프트,"5,660","80","1.4","1,574,432","8,755,507,630","5,520","5,780","5,350","48,438,506,400","0.00","8,558,040",,,
1896,150900,파수,"4,820","-65","-1.3","76,952","372,919,825","4,885","4,935","4,800","48,417,165,100","0.00","10,045,055",,,
1897,128660,피제이메탈,"1,950","-10","-0.5","41,185","80,288,345","1,945","1,970","1,940","48,366,569,550","0.00","24,803,369",,,
1898,036620,버추얼텍,"796","-12","-1.5","169,928","134,976,135","810","810","789","48,205,343,692","0.00","60,559,477",,,
1899,007630,폴루스바이오팜,"1,225","0","0.0","0","0","0","0","0","48,156,675,700","0.00","39,311,572",,,
1900,101170,우림기계,"3,565","215","6.4","1,077,418","3,745,325,110","3,380","3,590","3,345","48,127,500,000","0.00","13,500,000",,,
1901,042600,새로닉스,"3,855","170","4.6","284,111","1,104,985,950","3,725","4,100","3,635","47,892,877,770","0.00","12,423,574",,,
1902,027580,상보,"1,025","0","0.0","400,675","406,393,305","1,025","1,030","1,000","47,865,446,925","0.00","46,697,997",,,
1903,065770,CS,"2,540","-25","-1.0","111,265","280,229,545","2,555","2,575","2,450","47,841,281,000","0.00","18,835,150",,,
1904,016920,카스,"2,090","-105","-4.8","7,151,756","15,502,538,960","2,145","2,260","2,050","47,647,067,600","0.00","22,797,640",,,
1905,008775,호텔신라우,"63,300","-700","-1.1","10,271","653,957,000","64,000","64,300","63,100","47,593,940,700","0.00","751,879",,,
1906,052600,한네트,"4,110","150","3.8","1,441,957","5,869,909,990","3,950","4,135","3,910","47,526,807,000","0.00","11,563,700",,,
1907,046310,백금T&A,"2,920","-30","-1.0","549,734","1,620,369,675","2,955","3,015","2,870","47,443,035,800","0.00","16,247,615",,,
1908,003780,진양산업,"3,640","-25","-0.7","324,372","1,176,950,000","3,645","3,675","3,595","47,320,000,000","0.00","13,000,000",,,
1909,020180,대신정보통신,"1,230","20","1.6","403,713","488,170,425","1,200","1,230","1,190","47,267,565,450","0.00","38,428,915",,,
1910,263860,지니언스,"5,000","-80","-1.6","21,956","110,423,700","5,110","5,110","4,985","47,223,000,000","0.00","9,444,600",,,
1911,046970,우리로,"1,715","-55","-3.1","233,330","403,228,935","1,775","1,775","1,710","47,196,079,700","0.00","27,519,580",,,
1912,007610,선도전기,"2,620","50","2.0","155,976","411,087,725","2,590","2,680","2,555","47,160,000,000","0.00","18,000,000",,,
1913,032580,피델릭스,"1,790","5","0.3","151,804","271,256,590","1,785","1,810","1,765","47,076,760,140","0.00","26,299,866",,,
1914,053290,NE능률,"2,925","-5","-0.2","89,984","263,764,145","2,950","2,980","2,910","47,010,708,225","0.00","16,072,037",,,
1915,189330,씨이랩,"21,000","1,500","7.7","27","560,500","20,000","21,000","20,000","46,977,420,000","0.00","2,237,020",,,
1916,054930,유신,"15,650","-50","-0.3","6,317","98,676,350","15,800","15,800","15,500","46,950,000,000","0.00","3,000,000",,,
1917,053110,소리바다,"488","-10","-2.0","1,144,593","559,194,924","496","496","483","46,822,129,168","0.00","95,946,986",,,
1918,023810,인팩,"4,680","-55","-1.2","15,811","73,068,700","4,665","4,690","4,590","46,800,000,000","0.00","10,000,000",,,
1919,059120,아진엑스텍,"6,730","10","0.2","57,072","382,850,380","6,750","6,900","6,570","46,746,007,950","0.00","6,945,915",,,
1920,066910,손오공,"1,735","0","0.0","245,819","428,037,155","1,740","1,770","1,720","46,664,839,335","0.00","26,896,161",,,
1921,104040,대성파인텍,"1,490","5","0.3","1,630,839","2,393,483,470","1,475","1,490","1,445","46,638,908,690","0.00","31,301,281",,,
1922,138070,신진에스엠,"5,190","455","9.6","731,237","3,841,922,685","4,710","5,920","4,700","46,565,629,770","0.00","8,972,183",,,
1923,317850,대모,"5,590","-10","-0.2","126,669","715,043,320","5,700","5,720","5,570","46,533,507,800","0.00","8,324,420",,,
1924,277410,인산가,"1,755","-10","-0.6","175,221","306,549,150","1,765","1,765","1,735","46,521,278,505","0.00","26,507,851",,,
1925,234920,자이글,"3,435","15","0.4","23,879","82,357,225","3,395","3,530","3,395","46,478,675,850","0.00","13,530,910",,,
1926,007280,한국특수형강,"1,435","-35","-2.4","72,157","104,770,240","1,445","1,470","1,435","46,427,258,150","0.00","32,353,490",,,
1927,027970,세하,"1,570","-50","-3.1","231,953","368,642,755","1,620","1,625","1,570","46,413,905,290","0.00","29,562,997",,,
1928,154030,아시아종묘,"4,860","-40","-0.8","139,270","676,009,125","4,900","4,925","4,830","46,319,357,520","0.00","9,530,732",,,
1929,016670,포비스티앤씨,"1,070","-35","-3.2","898,106","971,384,460","1,105","1,110","1,055","46,287,551,580","0.00","43,259,394",,,
1930,109080,옵티시스,"8,210","-90","-1.1","44,240","361,665,730","8,260","8,400","8,000","46,271,560,000","0.00","5,636,000",,,
1931,009810,엔케이물산,"553","-5","-0.9","423,386","234,675,440","558","562","548","46,218,870,684","0.00","83,578,428",,,
1932,002820,선창산업,"3,665","115","3.2","45,468","164,990,840","3,605","3,675","3,565","46,208,279,685","0.00","12,607,989",,,
1933,126640,화신정공,"1,265","-45","-3.4","1,805,500","2,313,797,660","1,305","1,310","1,250","46,012,967,055","0.00","36,373,887",,,
1934,230980,솔트웍스,"3,080","0","0.0","125,412","386,253,835","3,080","3,115","3,045","46,003,409,760","0.00","14,936,172",,,
1935,021650,한국큐빅,"2,805","50","1.8","243,835","679,694,295","2,755","2,820","2,735","45,863,329,215","0.00","16,350,563",,,
1936,208370,셀바스헬스케어,"2,115","35","1.7","76,202","160,199,600","2,080","2,160","2,060","45,854,392,860","0.00","21,680,564",,,
1937,010770,평화홀딩스,"3,135","-25","-0.8","18,649","58,727,790","3,160","3,190","3,115","45,850,835,910","0.00","14,625,466",,,
1938,079950,인베니아,"1,975","30","1.5","221,130","450,541,285","1,945","1,975","1,925","45,820,000,000","0.00","23,200,000",,,
1939,006920,모헨즈,"4,195","300","7.7","3,994,741","16,917,077,925","3,955","4,385","3,900","45,809,400,000","0.00","10,920,000",,,
1940,131180,딜리,"1,560","5","0.3","103,332","160,984,690","1,570","1,575","1,545","45,786,000,000","0.00","29,350,000",,,
1941,035460,기산텔레콤,"3,140","90","3.0","485,241","1,521,502,510","3,055","3,195","3,050","45,772,847,600","0.00","14,577,340",,,
1942,053050,지에스이,"1,525","95","6.6","1,720,920","2,571,157,040","1,430","1,525","1,430","45,731,085,425","0.00","29,987,597",,,
1943,227610,아우딘퓨쳐스,"4,565","-35","-0.8","8,946","40,892,980","4,600","4,670","4,505","45,650,000,000","0.00","10,000,000",,,
1944,310200,애니플러스,"1,635","30","1.9","121,480","196,619,920","1,600","1,635","1,595","45,645,012,765","0.00","27,917,439",,,
1945,091970,나노캠텍,"1,775","30","1.7","419,713","733,959,795","1,740","1,780","1,710","45,626,603,975","0.00","25,705,129",,,
1946,900300,오가닉티코스메틱,"800","-6","-0.7","693,149","553,619,831","806","806","796","45,540,000,000","0.00","56,925,000",,,
1947,051630,진양화학,"3,795","-30","-0.8","304,545","1,160,844,450","3,825","3,885","3,745","45,540,000,000","0.00","12,000,000",,,
1948,203450,유니온커뮤니티,"3,100","-20","-0.6","304,918","954,124,250","3,115","3,180","3,070","45,504,921,700","0.00","14,679,007",,,
1949,075970,동국알앤에스,"2,470","-50","-2.0","322,200","800,326,465","2,530","2,535","2,440","45,448,000,000","0.00","18,400,000",,,
1950,246960,이노테라피,"9,000","-290","-3.1","37,609","339,490,050","9,400","9,400","8,830","45,397,656,000","0.00","5,044,184",,,
1951,114190,강원,"2,500","0","0.0","0","0","0","0","0","45,387,277,500","0.00","18,154,911",,,
1952,101930,인화정공,"4,850","-50","-1.0","39,445","192,753,065","4,815","4,980","4,815","45,258,769,250","0.00","9,331,705",,,
1953,096610,알에프세미,"5,540","-310","-5.3","324,752","1,872,638,240","5,900","5,960","5,540","45,207,873,640","0.00","8,160,266",,,
1954,038010,제일테크노스,"5,020","-40","-0.8","253,887","1,264,855,305","5,060","5,100","4,910","45,180,000,000","0.00","9,000,000",,,
1955,050320,에이앤티앤,"1,010","0","0.0","0","0","0","0","0","45,108,377,600","0.00","44,661,760",,,
1956,046070,코다코,"1,150","-15","-1.3","311,315","355,839,415","1,165","1,170","1,130","44,923,894,400","0.00","39,064,256",,,
1957,003720,삼영화학,"1,320","45","3.5","447,105","583,520,465","1,275","1,335","1,235","44,880,000,000","0.00","34,000,000",,,
1958,075130,플랜티넷,"4,985","-25","-0.5","79,575","395,646,525","5,050","5,050","4,930","44,665,600,000","0.00","8,960,000",,,
1959,080530,코디,"1,865","-5","-0.3","217,543","399,611,605","1,855","1,890","1,810","44,588,192,470","0.00","23,907,878",,,
1960,030720,동원수산,"9,560","160","1.7","85,136","807,076,480","9,400","9,560","9,370","44,490,375,800","0.00","4,653,805",,,
1961,246720,아스타,"3,870","-15","-0.4","15,827","61,094,105","3,890","3,890","3,825","44,437,364,010","0.00","11,482,523",,,
1962,128540,에코캡,"3,045","520","20.6","8,649,367","26,431,233,670","2,890","3,245","2,830","44,331,546,000","0.00","14,558,800",,,
1963,080580,오킨스전자,"6,150","-50","-0.8","231,201","1,434,135,410","6,200","6,390","6,000","44,318,529,750","0.00","7,206,265",,,
1964,023350,한국종합기술,"4,040","-105","-2.5","56,052","228,696,320","4,145","4,185","4,035","44,238,000,000","0.00","10,950,000",,,
1965,079000,와토스코리아,"6,130","130","2.2","1,245,804","8,098,546,300","6,060","6,970","6,060","44,136,000,000","0.00","7,200,000",,,
1966,011700,한신기계,"1,360","35","2.6","298,557","404,669,750","1,330","1,385","1,325","44,126,765,360","0.00","32,446,151",,,
1967,008110,대동전자,"4,200","25","0.6","10,748","44,956,480","4,325","4,325","4,135","44,059,877,400","0.00","10,490,447",,,
1968,215480,토박스코리아,"1,075","-20","-1.8","420,697","454,592,625","1,090","1,090","1,075","43,993,759,025","0.00","40,924,427",,,
1969,054940,엑사이엔씨,"1,325","0","0.0","329,630","435,095,250","1,325","1,335","1,310","43,954,951,100","0.00","33,173,548",,,
1970,002710,TCC스틸,"1,910","5","0.3","22,429","42,871,555","1,910","1,925","1,890","43,930,000,000","0.00","23,000,000",,,
1971,050090,휘닉스소재,"555","-2","-0.4","182,328","100,526,870","557","560","546","43,922,112,810","0.00","79,138,942",,,
1972,001810,무림SP,"1,980","35","1.8","48,408","96,007,755","1,955","2,010","1,950","43,832,250,000","0.00","22,137,500",,,
1973,053270,구영테크,"1,660","0","0.0","716,925","1,198,124,215","1,665","1,695","1,640","43,814,328,840","0.00","26,394,174",,,
1974,006880,신송홀딩스,"3,700","30","0.8","19,507","71,963,080","3,695","3,750","3,670","43,766,774,600","0.00","11,828,858",,,
1975,260970,에스앤디,"143,900","-1,100","-0.8","0","0","0","0","0","43,694,083,800","0.00","303,642",,,
1976,072130,유엔젤,"3,310","-90","-2.6","125,966","418,678,660","3,390","3,390","3,290","43,676,952,740","0.00","13,195,454",,,
1977,153490,우리이앤엘,"875","-5","-0.6","252,963","220,616,051","880","887","869","43,662,500,000","0.00","49,900,000",,,
1978,039240,경남스틸,"1,745","0","0.0","82,264","143,039,575","1,750","1,750","1,735","43,625,000,000","0.00","25,000,000",,,
1979,067010,이씨에스,"3,545","-40","-1.1","164,236","583,666,905","3,585","3,600","3,525","43,582,230,000","0.00","12,294,000",,,
1980,232530,이엠티,"3,010","-440","-12.8","15,285","45,920,540","3,200","3,445","2,935","43,514,269,680","0.00","14,456,568",,,
